#{"t_start": 1771817794.4238434, "env_id": "ALE/Pacman-v5"}
r,l,t
75.0,720,326.27961
52.0,706,328.224098
54.0,670,330.35294
96.0,1132,333.783753
45.0,616,335.424819
69.0,918,337.927823
200.0,811,340.102666
97.0,1136,343.141359
46.0,750,345.289623
61.0,842,347.659609
40.0,682,349.600749
72.0,836,351.868272
64.0,864,354.204685
67.0,890,356.587127
50.0,688,358.426336
54.0,692,360.394361
72.0,938,363.015851
102.0,1320,366.785386
101.0,1130,369.873837
87.0,851,372.542092
60.0,702,374.74065
58.0,780,376.858607
76.0,880,379.235377
72.0,795,381.442677
45.0,844,383.713144
51.0,702,385.685344
205.0,1080,388.605357
85.0,902,391.152392
51.0,838,393.625397
71.0,906,396.248335
60.0,938,399.158242
63.0,690,401.135381
57.0,716,403.076413
66.0,850,405.492285
87.0,894,408.130885
61.0,768,410.301435
59.0,872,412.979125
95.0,909,415.912096
40.0,640,417.663321
130.0,770,419.998138
56.0,742,422.27738
39.0,688,424.182938
74.0,1068,427.151291
55.0,820,429.442955
47.0,710,431.565603
102.0,736,433.568561
74.0,822,435.7521
42.0,506,437.109696
60.0,728,439.199759
64.0,814,441.767825
64.0,818,444.097485
59.0,696,445.981165
31.0,462,447.252344
86.0,848,449.512708
58.0,726,451.481229
74.0,804,453.625978
66.0,822,455.811452
72.0,980,458.464459
82.0,726,460.443434
37.0,662,462.440664
47.0,680,464.308639
102.0,1124,467.328704
70.0,672,469.165617
61.0,732,471.212456
32.0,442,472.402841
61.0,718,474.364338
58.0,744,476.393232
101.0,1004,479.181512
79.0,906,481.639249
64.0,808,483.793457
59.0,832,486.000768
50.0,588,487.628624
79.0,888,490.002846
86.0,706,491.905428
50.0,678,493.897961
24.0,388,494.942307
85.0,680,496.749047
35.0,436,497.920156
40.0,507,499.295404
48.0,578,500.982539
87.0,895,503.510091
109.0,670,505.335561
89.0,948,508.154199
102.0,784,510.360663
121.0,762,512.870423
160.0,868,515.4364
69.0,778,517.608485
91.0,734,519.614259
71.0,864,521.905808
84.0,952,524.445154
62.0,622,526.310063
55.0,590,527.889643
77.0,1086,530.784641
66.0,654,532.521801
49.0,550,533.993714
59.0,682,535.838693
192.0,804,537.976264
74.0,954,540.54199
56.0,680,542.380731
