#{"t_start": 1771230908.532644, "env_id": "ALE/Pacman-v5"}
r,l,t
42.0,540,320.561261
32.0,398,322.048746
39.0,462,323.762303
28.0,414,325.313878
21.0,380,327.016032
46.0,634,329.814798
29.0,498,331.955217
43.0,512,333.964552
45.0,620,336.42906
36.0,458,338.173604
61.0,640,340.643957
67.0,868,343.8841
42.0,512,345.780001
51.0,660,348.290046
50.0,668,351.242848
35.0,604,353.919021
41.0,576,356.251839
46.0,602,358.623765
42.0,530,360.777185
33.0,474,362.569473
57.0,792,365.572083
39.0,552,367.612121
42.0,644,369.991336
39.0,546,372.251384
30.0,474,374.337368
39.0,506,376.563091
65.0,650,379.129655
44.0,544,381.260033
45.0,662,383.821264
50.0,614,386.147969
31.0,510,388.06694
35.0,472,389.833748
46.0,558,391.893737
32.0,464,393.634518
32.0,466,395.634936
31.0,502,397.836578
46.0,530,400.2041
71.0,782,403.210784
46.0,620,405.626118
55.0,582,407.999641
47.0,640,410.571693
35.0,556,412.730393
54.0,662,415.189749
63.0,840,418.564767
42.0,518,420.891058
43.0,596,423.526947
52.0,714,426.369064
79.0,633,428.878934
39.0,560,431.05758
48.0,594,433.339125
190.0,804,436.387526
59.0,638,438.807253
57.0,732,441.743825
49.0,694,444.806513
42.0,524,447.149012
44.0,636,449.674611
34.0,498,451.622392
37.0,498,453.498309
46.0,600,455.881287
31.0,564,458.084062
33.0,590,460.313371
39.0,574,462.446756
48.0,772,465.539866
49.0,648,468.420785
52.0,600,470.915004
56.0,530,473.012208
41.0,660,475.559539
45.0,660,478.112943
65.0,1160,482.530727
34.0,530,484.480653
50.0,624,486.791645
36.0,514,489.016521
30.0,554,491.470772
37.0,506,493.659055
34.0,604,496.05475
47.0,534,498.153935
70.0,738,501.096144
53.0,548,503.164106
43.0,542,505.332795
49.0,556,507.389712
65.0,1042,511.461317
52.0,532,513.803827
45.0,538,516.201245
161.0,804,519.434323
54.0,616,521.857748
45.0,596,524.174237
39.0,600,526.417037
45.0,528,528.371641
41.0,466,530.092211
42.0,628,532.416482
49.0,592,534.823042
52.0,718,537.952516
48.0,456,539.914454
119.0,667,542.529213
47.0,741,545.434695
36.0,484,547.274242
44.0,584,549.566264
48.0,534,551.596962
49.0,578,553.770413
57.0,744,556.593409
50.0,612,559.20302
40.0,520,561.475699
30.0,470,563.445832
21.0,464,565.308336
29.0,472,567.194334
43.0,536,569.376463
27.0,526,571.38085
38.0,554,573.499291
47.0,556,575.560702
46.0,562,577.642012
203.0,740,580.698574
48.0,560,583.180371
49.0,552,585.572983
39.0,460,587.389021
115.0,1074,591.585297
44.0,500,593.488739
46.0,610,595.802387
54.0,808,598.829129
91.0,784,601.729584
42.0,506,603.896567
50.0,530,606.188187
57.0,538,608.540792
45.0,536,610.672339
38.0,496,612.60777
52.0,558,614.789312
55.0,584,617.056595
52.0,724,619.850382
44.0,554,621.887609
82.0,990,625.567163
47.0,570,628.131406
64.0,688,631.09203
42.0,532,633.210875
50.0,526,635.245114
60.0,646,637.731775
59.0,620,640.077975
57.0,576,642.228839
54.0,526,644.200986
48.0,498,646.04437
45.0,440,647.655903
53.0,528,649.803324
52.0,636,652.578669
44.0,570,655.0628
64.0,706,657.851404
48.0,586,660.124769
29.0,422,661.712186
38.0,516,663.655933
62.0,708,666.417506
56.0,632,668.732807
47.0,598,670.927366
56.0,592,673.387297
51.0,526,675.649249
47.0,504,677.781106
44.0,500,679.759597
46.0,536,681.835054
54.0,518,683.797208
62.0,888,687.136728
61.0,690,689.735663
38.0,506,691.587403
63.0,558,693.636434
66.0,750,696.680022
59.0,640,699.454667
51.0,506,701.620307
61.0,854,704.996793
52.0,610,707.371725
62.0,602,709.679219
50.0,484,711.48642
51.0,614,713.769191
50.0,500,715.600792
46.0,560,717.734966
58.0,592,720.304668
43.0,594,722.924648
50.0,540,725.179842
60.0,628,727.674739
45.0,542,729.880628
44.0,838,733.058021
62.0,738,735.833937
62.0,656,738.301191
61.0,600,740.530495
56.0,570,742.974024
59.0,566,745.392502
49.0,512,747.536948
45.0,600,749.883427
67.0,682,752.510293
52.0,656,754.967731
57.0,578,757.122295
53.0,562,759.189997
54.0,816,762.165505
39.0,506,764.127403
64.0,716,767.318118
59.0,716,770.238633
55.0,634,772.716491
61.0,622,775.149325
69.0,699,777.749321
58.0,506,779.658705
65.0,560,781.722067
56.0,644,784.128394
57.0,600,786.464508
56.0,518,788.772709
58.0,578,791.317842
39.0,518,793.512399
47.0,584,795.832887
60.0,806,798.981237
75.0,878,802.31085
54.0,530,804.268496
64.0,694,806.840372
66.0,768,809.77854
48.0,460,811.794334
68.0,658,814.663318
70.0,778,817.814111
67.0,592,820.144539
62.0,740,823.012976
49.0,636,825.431848
58.0,650,827.901415
56.0,532,829.894684
63.0,606,832.164911
39.0,558,834.55319
71.0,774,838.01529
68.0,890,841.591092
52.0,708,844.333882
65.0,812,847.399855
80.0,970,851.04338
37.0,396,852.520089
96.0,921,856.045172
219.0,767,859.426308
75.0,790,862.841288
48.0,502,864.847958
60.0,620,867.319198
54.0,548,869.436085
37.0,520,871.352868
35.0,478,873.131805
24.0,390,874.590919
63.0,710,877.253218
84.0,714,880.151996
67.0,836,883.713285
42.0,496,885.762074
40.0,484,887.654614
38.0,562,889.900362
66.0,738,892.754739
52.0,614,895.117873
47.0,510,897.000942
71.0,567,899.155418
28.0,476,900.917281
66.0,800,904.437036
116.0,610,907.021888
62.0,678,909.752873
63.0,678,912.41618
99.0,1008,916.303591
71.0,740,919.188228
65.0,806,922.157753
82.0,854,925.470336
39.0,484,927.590693
58.0,528,929.977157
70.0,750,933.02743
60.0,670,935.666088
65.0,668,938.161735
33.0,534,940.22595
49.0,636,942.627167
69.0,766,945.472305
41.0,544,947.58899
42.0,560,950.00623
53.0,630,952.753468
88.0,687,955.52372
17.0,426,957.192563
57.0,612,959.612672
67.0,912,963.03435
66.0,780,965.980457
60.0,770,968.810994
47.0,542,970.989487
54.0,646,973.847652
48.0,588,976.411541
65.0,728,979.277345
67.0,714,982.065627
50.0,634,984.391673
56.0,618,986.748026
85.0,952,990.30383
61.0,832,993.407313
56.0,564,995.879615
49.0,594,998.435856
79.0,824,1001.745043
49.0,610,1004.157597
57.0,628,1006.518704
52.0,672,1009.107136
53.0,638,1011.54426
57.0,652,1013.936227
51.0,570,1016.029185
64.0,818,1019.404387
51.0,574,1021.86992
43.0,486,1023.857741
104.0,799,1027.021365
52.0,550,1029.092871
53.0,594,1031.398069
64.0,750,1034.163661
78.0,876,1037.374568
48.0,442,1038.998429
73.0,706,1042.078142
75.0,948,1045.992774
40.0,500,1047.964937
64.0,766,1050.930856
86.0,1038,1054.775989
77.0,1232,1059.279045
65.0,1104,1063.528304
86.0,1300,1068.915926
39.0,424,1070.573186
80.0,784,1073.603118
79.0,799,1076.565897
65.0,546,1078.644404
59.0,650,1081.057147
62.0,544,1083.064446
66.0,628,1085.569861
66.0,610,1088.213121
67.0,652,1091.014542
60.0,576,1093.303303
57.0,542,1095.443686
63.0,494,1097.409835
37.0,488,1099.28686
72.0,838,1102.444145
76.0,872,1105.650831
32.0,512,1107.585385
64.0,564,1110.041169
62.0,850,1113.709329
70.0,932,1117.351531
57.0,542,1119.481806
57.0,566,1121.563662
50.0,592,1123.769477
50.0,508,1125.687316
50.0,484,1127.469622
52.0,570,1129.588363
52.0,588,1132.114086
51.0,514,1134.181845
55.0,510,1136.403623
51.0,518,1138.432503
56.0,514,1140.45046
45.0,474,1142.288017
62.0,538,1144.28176
66.0,734,1147.022412
57.0,626,1149.38255
75.0,778,1152.293399
50.0,536,1154.634558
79.0,1032,1159.253146
48.0,582,1161.535031
49.0,614,1163.954269
60.0,598,1166.276369
71.0,818,1169.352119
50.0,720,1172.029201
53.0,640,1174.39839
44.0,620,1176.884188
60.0,622,1179.631156
51.0,838,1183.162416
40.0,502,1185.144991
367.0,788,1188.19691
63.0,694,1190.810526
202.0,764,1193.720691
38.0,456,1195.401449
49.0,584,1197.563066
56.0,486,1199.393376
41.0,620,1202.164748
57.0,598,1204.820507
35.0,494,1206.8086
40.0,468,1208.6773
47.0,534,1210.820289
68.0,692,1213.452134
44.0,576,1215.681086
48.0,490,1217.551247
53.0,650,1220.032933
56.0,542,1222.169553
49.0,502,1224.443797
64.0,676,1227.407118
53.0,476,1229.399198
64.0,840,1232.727303
57.0,482,1234.678498
63.0,594,1236.957613
61.0,562,1239.097094
96.0,724,1241.784739
77.0,742,1244.524113
66.0,576,1246.952818
48.0,528,1249.329202
89.0,790,1252.559247
92.0,864,1255.905551
55.0,540,1257.969211
58.0,608,1260.2943
86.0,608,1262.550384
67.0,810,1265.540104
64.0,534,1267.512389
61.0,638,1270.140983
65.0,692,1273.151098
66.0,618,1275.698058
70.0,658,1278.378831
53.0,514,1280.456143
51.0,454,1282.219747
42.0,562,1284.356139
52.0,512,1286.283247
61.0,704,1288.886545
96.0,944,1292.65893
54.0,722,1295.819793
60.0,698,1298.695417
66.0,630,1301.200314
57.0,566,1303.350788
63.0,620,1305.753289
56.0,512,1307.641231
80.0,784,1310.513412
78.0,862,1313.757439
63.0,612,1316.380719
57.0,600,1319.046009
51.0,482,1321.065334
74.0,758,1324.087864
64.0,532,1326.134709
64.0,530,1328.144335
60.0,552,1330.256917
62.0,694,1332.884344
68.0,612,1335.13964
65.0,593,1337.555081
60.0,538,1339.902114
63.0,522,1342.105875
62.0,502,1344.129894
53.0,520,1346.186288
72.0,672,1348.795475
40.0,500,1350.678331
74.0,816,1353.910656
57.0,496,1355.733966
50.0,546,1357.786144
78.0,746,1360.732517
65.0,558,1363.203899
68.0,760,1366.508306
58.0,496,1368.472404
89.0,690,1371.184719
44.0,486,1373.038857
73.0,682,1375.667913
55.0,516,1377.64048
63.0,570,1379.735413
59.0,608,1381.982025
70.0,614,1384.496624
51.0,498,1386.617979
60.0,546,1389.050259
69.0,668,1391.691118
64.0,536,1393.813596
74.0,722,1396.705686
136.0,791,1399.726781
72.0,710,1402.370361
63.0,518,1404.303845
75.0,602,1406.640835
70.0,590,1409.208426
68.0,704,1412.302749
66.0,684,1415.013118
151.0,1078,1419.194244
89.0,1028,1422.98635
77.0,696,1425.551765
77.0,800,1428.491275
63.0,594,1431.061554
58.0,642,1433.944646
77.0,766,1437.172145
66.0,558,1439.388555
46.0,550,1441.632972
71.0,610,1443.967223
63.0,510,1445.884156
85.0,870,1449.109388
55.0,504,1450.973465
96.0,627,1453.545841
59.0,578,1456.032635
62.0,536,1458.304307
90.0,674,1460.987134
85.0,776,1464.025358
67.0,516,1465.959648
64.0,542,1467.983361
67.0,592,1470.202642
67.0,592,1472.387978
57.0,606,1474.704962
65.0,648,1477.549182
65.0,528,1479.889543
59.0,528,1482.08778
70.0,584,1484.388041
74.0,798,1487.519461
63.0,586,1489.77737
74.0,736,1492.593847
52.0,478,1494.368536
55.0,478,1496.130556
71.0,586,1498.448018
71.0,606,1501.076881
77.0,736,1504.181043
68.0,554,1506.374761
48.0,502,1508.336031
59.0,558,1510.415588
87.0,926,1513.94492
73.0,584,1516.106218
71.0,612,1518.358282
76.0,658,1520.912303
70.0,589,1523.493505
57.0,534,1525.917115
147.0,742,1528.881231
69.0,580,1531.181432
68.0,684,1533.792922
71.0,596,1536.027478
69.0,594,1538.310852
64.0,660,1540.757636
53.0,550,1542.819295
70.0,580,1545.347996
66.0,600,1547.985106
89.0,962,1551.970118
87.0,940,1555.651167
68.0,680,1558.210671
70.0,642,1560.638704
33.0,424,1562.209674
52.0,670,1564.720766
131.0,722,1567.572889
47.0,472,1569.689211
112.0,904,1573.633027
55.0,482,1575.557506
38.0,436,1577.300107
81.0,898,1580.860272
64.0,596,1583.187274
64.0,538,1585.213598
69.0,534,1587.250506
40.0,458,1588.948361
65.0,518,1591.079469
73.0,612,1593.741154
58.0,644,1596.578895
67.0,702,1599.368125
75.0,697,1602.106479
66.0,598,1604.362136
65.0,708,1607.164279
78.0,738,1609.893623
67.0,540,1611.906536
83.0,784,1615.211752
226.0,870,1619.03174
62.0,642,1621.634626
51.0,526,1623.722158
66.0,618,1626.151091
53.0,620,1628.625803
69.0,570,1630.840645
73.0,714,1633.497718
83.0,878,1636.856481
76.0,750,1640.042323
63.0,508,1642.294873
48.0,590,1644.621518
68.0,611,1647.003135
76.0,596,1649.320234
70.0,656,1651.891818
76.0,802,1654.940055
64.0,564,1657.021508
93.0,834,1660.312707
82.0,676,1663.3257
70.0,692,1666.323662
47.0,508,1668.305484
70.0,572,1670.5643
65.0,570,1672.770648
64.0,792,1675.884489
88.0,678,1678.475024
69.0,638,1680.848928
95.0,900,1684.558054
73.0,772,1688.012247
63.0,486,1690.013282
77.0,880,1693.459328
34.0,494,1695.410329
75.0,592,1697.74955
75.0,658,1700.231437
80.0,836,1703.386602
156.0,1122,1707.961965
66.0,610,1710.647605
88.0,760,1713.74234
63.0,566,1715.954188
73.0,686,1718.598608
55.0,498,1720.486137
57.0,504,1722.388572
82.0,870,1725.619256
60.0,588,1727.785288
78.0,670,1730.621784
90.0,904,1734.682476
84.0,704,1737.51738
65.0,692,1740.227638
80.0,870,1743.504453
72.0,570,1745.679973
102.0,920,1749.088664
65.0,578,1751.217535
64.0,620,1753.865487
74.0,577,1756.403723
74.0,724,1759.5003
154.0,939,1763.206852
91.0,789,1766.232563
89.0,764,1769.177594
66.0,602,1771.456798
97.0,1080,1775.526642
108.0,628,1778.267021
105.0,836,1781.916396
78.0,844,1785.220285
74.0,630,1787.711272
102.0,734,1790.589367
61.0,646,1793.032393
69.0,590,1795.20525
151.0,694,1797.7637
76.0,626,1800.362524
78.0,600,1802.972512
65.0,646,1805.689873
67.0,616,1808.132442
60.0,512,1810.148951
66.0,586,1812.411139
30.0,486,1814.292917
63.0,548,1816.320917
89.0,744,1819.062404
53.0,488,1820.863081
150.0,800,1824.265089
70.0,898,1828.17989
107.0,884,1831.657412
101.0,958,1835.385994
70.0,586,1837.603323
54.0,476,1839.385361
57.0,520,1841.306327
73.0,768,1844.148743
92.0,643,1846.98374
74.0,778,1850.356921
73.0,602,1852.675351
81.0,738,1855.547541
79.0,790,1858.548463
82.0,842,1861.765106
92.0,842,1864.897289
80.0,690,1867.527477
60.0,598,1869.873148
85.0,773,1873.11425
64.0,608,1875.517208
87.0,726,1878.347076
60.0,532,1880.304749
384.0,792,1883.293428
74.0,604,1885.527161
76.0,698,1888.082476
79.0,682,1890.826199
93.0,931,1894.875075
63.0,546,1897.185119
56.0,490,1899.140543
74.0,698,1901.875537
56.0,602,1904.155076
92.0,823,1907.216065
73.0,624,1909.516494
61.0,610,1911.761884
66.0,634,1914.475484
69.0,586,1917.100337
89.0,816,1920.579683
137.0,750,1923.501092
221.0,718,1926.297072
73.0,764,1929.142958
81.0,684,1931.706743
149.0,892,1935.045735
75.0,649,1937.749786
103.0,756,1941.071196
111.0,818,1944.380811
221.0,818,1947.575948
115.0,842,1950.795835
81.0,613,1953.101257
108.0,820,1956.121723
103.0,742,1958.850316
49.0,512,1961.093532
91.0,868,1964.954922
75.0,678,1967.640714
112.0,784,1970.735811
227.0,790,1973.68853
91.0,856,1976.930264
232.0,944,1980.390007
85.0,810,1983.584806
75.0,629,1986.364068
118.0,952,1990.371354
84.0,876,1993.788105
123.0,973,1997.472518
52.0,620,1999.777319
85.0,754,2002.589275
72.0,769,2005.417282
82.0,900,2009.449299
72.0,830,2012.839015
94.0,956,2016.606273
77.0,728,2019.337106
86.0,792,2022.260703
143.0,824,2025.317614
85.0,866,2028.634234
73.0,691,2031.680526
79.0,726,2034.786421
117.0,1028,2038.835822
74.0,638,2041.246581
91.0,1046,2045.182597
96.0,752,2047.954058
92.0,882,2051.293828
92.0,918,2055.157449
71.0,792,2058.501508
97.0,780,2061.575807
92.0,1010,2065.370608
56.0,546,2067.364607
73.0,782,2070.264357
96.0,880,2073.498983
70.0,960,2077.653461
75.0,670,2080.493276
69.0,746,2083.420457
70.0,840,2086.649989
80.0,698,2089.206728
91.0,772,2092.02397
226.0,816,2095.024171
107.0,818,2098.290166
134.0,746,2101.519521
146.0,794,2104.590653
85.0,720,2107.369235
76.0,724,2110.050894
74.0,648,2112.474582
76.0,818,2115.530306
114.0,946,2119.03748
149.0,878,2122.859184
80.0,748,2126.077888
95.0,1138,2130.509555
91.0,916,2134.042074
102.0,782,2137.016994
151.0,1132,2141.20447
131.0,756,2144.307956
74.0,898,2148.293894
91.0,822,2151.588563
91.0,838,2154.808318
136.0,822,2157.84435
88.0,782,2160.732741
81.0,722,2163.392926
87.0,948,2167.187811
93.0,1082,2171.787201
105.0,816,2174.985225
81.0,882,2178.389348
92.0,922,2181.833064
71.0,718,2184.46439
93.0,938,2187.911801
64.0,594,2190.382131
115.0,922,2194.248131
49.0,518,2196.243778
102.0,910,2199.792459
231.0,840,2202.941406
93.0,727,2205.617373
79.0,734,2208.32889
77.0,740,2211.033831
95.0,930,2214.805786
142.0,882,2218.478931
70.0,824,2221.699392
103.0,778,2224.61923
95.0,1056,2228.51109
154.0,880,2231.763324
90.0,938,2235.657785
75.0,648,2238.344002
83.0,778,2241.479959
54.0,567,2243.678969
77.0,611,2246.076462
127.0,1256,2250.664306
92.0,756,2253.423116
94.0,780,2256.370348
102.0,740,2259.632441
86.0,794,2262.944368
55.0,580,2265.229028
54.0,480,2267.134755
96.0,604,2269.425586
227.0,760,2272.322843
73.0,570,2274.470032
86.0,810,2277.450742
82.0,778,2280.593699
79.0,620,2283.210159
89.0,856,2286.77673
100.0,760,2289.771397
111.0,924,2293.232806
79.0,617,2295.724504
75.0,699,2298.316431
85.0,800,2301.264736
94.0,852,2304.874256
159.0,1004,2309.192909
91.0,926,2312.785124
54.0,682,2315.342723
231.0,988,2319.000693
103.0,710,2321.605119
113.0,858,2324.772142
85.0,798,2328.235661
143.0,746,2331.505487
112.0,942,2335.227565
80.0,808,2338.388615
113.0,876,2341.702808
103.0,834,2344.812087
233.0,890,2348.087996
97.0,650,2350.927454
152.0,898,2354.890784
222.0,888,2358.324301
137.0,704,2361.023094
63.0,654,2363.539636
86.0,718,2366.299743
97.0,908,2369.637957
86.0,872,2373.145211
139.0,706,2376.235923
84.0,724,2379.171715
231.0,812,2382.293787
44.0,440,2384.016162
72.0,698,2386.601453
151.0,756,2389.399183
120.0,1078,2393.358303
136.0,666,2396.081157
74.0,686,2399.086511
82.0,802,2402.273763
80.0,770,2405.316336
95.0,788,2408.293201
90.0,820,2411.430876
106.0,866,2414.62375
88.0,906,2418.076982
92.0,786,2421.500146
89.0,814,2424.956028
193.0,1004,2428.881992
129.0,614,2431.170089
90.0,832,2434.246425
72.0,704,2436.834232
35.0,532,2438.786443
73.0,642,2441.338805
88.0,782,2444.619483
108.0,1162,2449.356785
93.0,770,2452.325865
87.0,772,2455.322124
93.0,1056,2459.238337
86.0,686,2461.784591
86.0,624,2464.189733
76.0,740,2467.522048
72.0,910,2471.2472
82.0,740,2474.165071
69.0,670,2476.758775
74.0,874,2480.047607
68.0,602,2482.297101
83.0,904,2485.615216
96.0,1242,2490.967426
62.0,640,2493.644266
141.0,644,2496.164562
96.0,934,2499.774651
73.0,636,2502.135014
368.0,682,2504.624566
87.0,698,2507.189151
138.0,818,2510.449394
118.0,980,2514.77606
94.0,770,2517.913082
90.0,904,2521.400826
103.0,936,2524.912284
89.0,914,2528.392719
231.0,790,2531.320238
77.0,630,2533.90728
96.0,836,2537.605651
108.0,810,2540.867802
119.0,890,2544.328691
87.0,844,2547.564702
87.0,874,2550.786717
84.0,848,2553.893928
36.0,456,2555.609482
83.0,748,2558.881482
74.0,624,2561.633454
95.0,878,2565.034328
134.0,746,2567.92202
106.0,636,2570.260202
110.0,822,2573.309129
87.0,708,2575.909006
44.0,513,2577.79266
100.0,774,2581.073
78.0,638,2583.785627
48.0,590,2586.192672
85.0,722,2589.03618
76.0,630,2591.388667
95.0,818,2594.401919
94.0,826,2597.560588
60.0,752,2600.307434
80.0,890,2604.024634
79.0,743,2607.144452
104.0,910,2610.715276
121.0,926,2614.429389
156.0,1148,2618.914372
94.0,894,2622.204981
92.0,852,2625.588249
97.0,740,2628.80899
86.0,652,2631.555546
88.0,850,2634.888271
132.0,1004,2638.715441
45.0,680,2641.307777
119.0,996,2644.952466
138.0,700,2647.728747
60.0,744,2650.991084
92.0,810,2654.449881
74.0,560,2656.674232
70.0,634,2659.149049
234.0,758,2662.115512
232.0,892,2665.516137
86.0,720,2668.190978
82.0,812,2671.331353
114.0,812,2674.899834
58.0,595,2677.448998
102.0,780,2680.4878
82.0,836,2683.67283
101.0,988,2687.408815
85.0,666,2689.835924
156.0,970,2693.487847
108.0,744,2696.69947
108.0,747,2699.925884
93.0,596,2702.297101
90.0,752,2705.254728
83.0,746,2708.102267
53.0,592,2710.539035
105.0,1150,2714.830575
144.0,754,2717.793909
230.0,956,2721.921502
112.0,844,2725.315435
68.0,615,2727.738992
151.0,788,2730.883393
93.0,838,2734.036502
90.0,754,2736.841843
92.0,782,2739.834423
93.0,824,2743.450571
116.0,878,2747.192566
73.0,584,2749.534541
398.0,984,2753.370373
125.0,1152,2757.734354
120.0,932,2761.226737
224.0,728,2764.203773
89.0,856,2768.002327
94.0,1122,2772.485453
122.0,1146,2777.035867
77.0,552,2779.090755
80.0,718,2781.774971
93.0,988,2785.437344
113.0,738,2788.647416
104.0,1114,2793.307959
49.0,494,2795.239306
139.0,796,2798.399278
90.0,848,2801.678624
90.0,1004,2805.443921
100.0,680,2807.93688
76.0,540,2810.237796
98.0,900,2814.151999
85.0,782,2817.333967
96.0,898,2820.854273
84.0,704,2823.471546
86.0,900,2826.874353
92.0,844,2829.975073
100.0,902,2833.664594
117.0,970,2837.919506
90.0,810,2841.092781
141.0,738,2843.938011
115.0,756,2846.736017
78.0,856,2849.862865
98.0,1014,2853.586994
49.0,546,2855.792673
92.0,782,2859.130739
83.0,708,2862.073874
93.0,1088,2866.261269
90.0,904,2869.595642
83.0,656,2872.138075
92.0,868,2875.338119
90.0,842,2878.557502
63.0,542,2880.904728
138.0,758,2884.193634
90.0,720,2887.032687
91.0,690,2889.721509
145.0,842,2892.92397
105.0,770,2895.770152
85.0,722,2898.422687
80.0,746,2901.21887
102.0,696,2904.272245
79.0,660,2907.159548
93.0,932,2910.87251
92.0,780,2913.895466
91.0,934,2917.404015
61.0,664,2919.868587
87.0,808,2922.839359
99.0,980,2926.854043
100.0,1026,2931.172155
113.0,712,2933.977628
371.0,824,2937.11656
90.0,634,2939.594703
114.0,832,2942.669397
186.0,866,2945.860678
126.0,1156,2950.643301
74.0,882,2954.319235
156.0,864,2957.737406
187.0,1164,2962.261986
91.0,896,2965.5843
99.0,978,2969.163146
162.0,950,2973.129688
88.0,732,2976.210126
215.0,886,2979.655781
130.0,648,2982.09403
151.0,808,2985.078142
105.0,828,2988.162304
159.0,806,2991.193598
92.0,940,2995.117706
103.0,1030,2999.474769
45.0,482,3001.377929
160.0,990,3005.206555
131.0,694,3007.792984
88.0,776,3010.69409
266.0,1214,3015.214361
89.0,826,3018.872651
78.0,655,3021.768209
86.0,770,3024.821383
88.0,936,3028.425791
109.0,1020,3032.301218
216.0,914,3035.672459
